Date,Branch,Customer type,Gender,Product line,Unit price,Quantity,Payment,Rating,Sales
04/05/24,Brooklyn,Non-member,Male,Sports & Travel,51.91,10,Cash,8,519.1
04/05/24,Brooklyn,Non-member,Female,Fashion & Accs,36.51,9,Cash,4,328.59
04/05/24,Brooklyn,Member,Male,Fashion & Accs,60.18,4,Credit card,9,240.72
04/05/24,Queens,Member,Female,Fashion & Accs,97.79,7,Ewallet,4,684.53
04/05/24,Brooklyn,Member,Male,Fashion & Accs,91.35,1,Cash,6,91.35
04/05/24,Queens,Non-member,Female,Sports & Travel,46.66,9,Ewallet,5,419.94
04/05/24,Brooklyn,Member,Female,Electronics,35.74,8,Ewallet,4,285.92
04/05/24,Queens,Member,Female,Sports & Travel,67.99,7,Ewallet,5,475.93
04/05/24,Manhattan,Member,Female,Home & Lifestyle,88.79,8,Cash,4,710.32
04/05/24,Queens,Non-member,Male,Electronics,11.81,5,Cash,9,59.05
04/05/24,Manhattan,Member,Male,Food & Beverages,80.96,8,Credit card,7,647.68
04/05/24,Brooklyn,Member,Male,Electronics,87.45,6,Credit card,8,524.7
04/05/24,Manhattan,Non-member,Male,Electronics,34.56,5,Ewallet,9,172.8
04/05/24,Manhattan,Non-member,Male,Food & Beverages,32.9,3,Credit card,9,98.7
04/06/24,Brooklyn,Member,Female,Home & Lifestyle,88.39,9,Cash,6,795.51
04/06/24,Manhattan,Member,Male,Sports & Travel,88.63,3,Ewallet,6,265.89
04/06/24,Queens,Member,Male,Health & Beauty,85.6,7,Cash,5,599.2
04/06/24,Queens,Non-member,Female,Sports & Travel,73.98,7,Ewallet,4,517.86
04/06/24,Brooklyn,Non-member,Male,Sports & Travel,25.31,2,Ewallet,7,50.62
04/06/24,Brooklyn,Non-member,Female,Health & Beauty,73.41,3,Ewallet,4,220.23
04/06/24,Queens,Non-member,Female,Sports & Travel,14.39,2,Credit card,7,28.78
04/06/24,Queens,Member,Male,Health & Beauty,46.53,6,Credit card,4,279.18
04/06/24,Queens,Non-member,Female,Home & Lifestyle,44.01,8,Cash,8,352.08
04/06/24,Manhattan,Non-member,Male,Health & Beauty,25,1,Ewallet,5,25
04/06/24,Manhattan,Non-member,Male,Health & Beauty,28.95,7,Credit card,6,202.65
04/06/24,Brooklyn,Member,Female,Home & Lifestyle,94.49,8,Ewallet,7,755.92
04/06/24,Brooklyn,Member,Male,Home & Lifestyle,30.12,8,Cash,7,240.96
04/06/24,Manhattan,Non-member,Male,Home & Lifestyle,46.33,7,Credit card,7,324.31
04/06/24,Manhattan,Non-member,Female,Home & Lifestyle,33.3,9,Ewallet,7,299.7
04/06/24,Manhattan,Non-member,Female,Health & Beauty,68.71,3,Cash,8,206.13
04/06/24,Manhattan,Member,Male,Food & Beverages,18.85,10,Ewallet,5,188.5
04/06/24,Brooklyn,Non-member,Male,Fashion & Accs,52.42,3,Ewallet,7,157.26
04/06/24,Queens,Non-member,Female,Electronics,85.98,8,Cash,8,687.84
04/07/24,Manhattan,Non-member,Male,Electronics,78.31,3,Ewallet,5,234.93
04/07/24,Queens,Member,Male,Health & Beauty,65.31,7,Credit card,4,457.17
04/07/24,Brooklyn,Member,Male,Fashion & Accs,21.94,5,Ewallet,5,109.7
04/07/24,Manhattan,Non-member,Female,Fashion & Accs,81.91,2,Cash,7,163.82
04/07/24,Queens,Non-member,Female,Sports & Travel,83.06,7,Ewallet,4,581.42
04/07/24,Brooklyn,Non-member,Male,Health & Beauty,87.98,3,Ewallet,5,263.94
04/07/24,Queens,Member,Female,Food & Beverages,78.31,10,Ewallet,6,783.1
04/07/24,Brooklyn,Member,Male,Sports & Travel,37.32,9,Ewallet,5,335.88
04/07/24,Brooklyn,Non-member,Male,Electronics,28.38,5,Cash,9,141.9
04/07/24,Manhattan,Member,Female,Sports & Travel,92.13,6,Cash,8,552.78
04/07/24,Brooklyn,Non-member,Male,Food & Beverages,62.08,7,Ewallet,5,434.56
04/07/24,Brooklyn,Non-member,Female,Sports & Travel,67.43,5,Ewallet,6,337.15
04/07/24,Manhattan,Member,Male,Sports & Travel,15.81,10,Credit card,8,158.1
04/07/24,Manhattan,Non-member,Female,Health & Beauty,79.74,1,Ewallet,7,79.74
04/07/24,Manhattan,Member,Male,Electronics,21.5,9,Credit card,7,193.5
04/07/24,Brooklyn,Member,Male,Home & Lifestyle,71.86,8,Credit card,6,574.88
04/07/24,Brooklyn,Member,Male,Fashion & Accs,49.92,2,Credit card,7,99.84
04/08/24,Queens,Non-member,Male,Home & Lifestyle,37,1,Credit card,7,37
04/08/24,Queens,Non-member,Male,Electronics,84.07,4,Ewallet,4,336.28
04/08/24,Brooklyn,Non-member,Male,Home & Lifestyle,16.16,2,Ewallet,6,32.32
04/08/24,Queens,Non-member,Female,Fashion & Accs,16.45,4,Ewallet,5,65.8
04/08/24,Queens,Non-member,Male,Food & Beverages,99.79,2,Ewallet,8,199.58
04/08/24,Manhattan,Member,Female,Health & Beauty,15.55,9,Cash,5,139.95
04/08/24,Manhattan,Member,Female,Home & Lifestyle,28.31,4,Cash,8,113.24
04/08/24,Manhattan,Non-member,Male,Home & Lifestyle,97.94,1,Ewallet,6,97.94
04/08/24,Queens,Non-member,Male,Electronics,22.21,6,Credit card,8,133.26
04/08/24,Brooklyn,Non-member,Male,Home & Lifestyle,50.28,5,Ewallet,9,251.4
04/08/24,Manhattan,Non-member,Male,Electronics,97.16,1,Ewallet,7,97.16
04/08/24,Queens,Member,Male,Food & Beverages,17.04,4,Ewallet,7,68.16
04/08/24,Queens,Non-member,Female,Electronics,15.28,5,Cash,9,76.4
04/08/24,Manhattan,Non-member,Male,Home & Lifestyle,33.99,6,Credit card,7,203.94
04/08/24,Manhattan,Non-member,Female,Fashion & Accs,61.77,5,Cash,6,308.85
04/08/24,Queens,Non-member,Male,Food & Beverages,43.27,2,Ewallet,5,86.54
04/09/24,Queens,Non-member,Female,Fashion & Accs,37.55,10,Credit card,9,375.5
04/09/24,Queens,Non-member,Female,Health & Beauty,81.3,6,Ewallet,5,487.8
04/09/24,Queens,Non-member,Female,Health & Beauty,46.26,6,Credit card,9,277.56
04/09/24,Brooklyn,Member,Female,Electronics,93.96,4,Cash,9,375.84
04/09/24,Manhattan,Non-member,Male,Health & Beauty,51.71,4,Credit card,9,206.84
04/09/24,Queens,Member,Female,Food & Beverages,98.97,9,Cash,6,890.73
04/09/24,Brooklyn,Member,Male,Sports & Travel,99.96,9,Credit card,4,899.64
04/09/24,Manhattan,Non-member,Male,Sports & Travel,60.87,2,Ewallet,8,121.74
04/09/24,Manhattan,Member,Male,Health & Beauty,51.94,10,Ewallet,6,519.4
04/09/24,Manhattan,Member,Female,Sports & Travel,52.26,10,Credit card,6,522.6
04/09/24,Brooklyn,Non-member,Male,Fashion & Accs,95.54,7,Credit card,9,668.78
04/09/24,Brooklyn,Non-member,Female,Electronics,25.45,1,Credit card,5,25.45
04/09/24,Brooklyn,Non-member,Male,Food & Beverages,18.22,7,Credit card,6,127.54
04/10/24,Queens,Member,Male,Health & Beauty,81.95,10,Credit card,6,819.5
04/10/24,Manhattan,Non-member,Female,Home & Lifestyle,93.69,7,Credit card,4,655.83
04/10/24,Queens,Member,Female,Home & Lifestyle,35.79,9,Credit card,5,322.11
04/10/24,Manhattan,Member,Male,Sports & Travel,62.62,5,Ewallet,7,313.1
04/10/24,Manhattan,Non-member,Female,Fashion & Accs,87.67,2,Credit card,7,175.34
04/10/24,Queens,Non-member,Male,Fashion & Accs,45.74,3,Credit card,6,137.22
04/10/24,Manhattan,Member,Male,Food & Beverages,10.13,7,Ewallet,8,70.91
04/10/24,Brooklyn,Non-member,Female,Home & Lifestyle,40.3,2,Ewallet,4,80.6
04/10/24,Manhattan,Member,Female,Health & Beauty,68.93,7,Credit card,4,482.51
04/10/24,Queens,Non-member,Male,Food & Beverages,46.77,6,Cash,6,280.62
04/10/24,Queens,Member,Male,Sports & Travel,34.56,7,Credit card,7,241.92
04/10/24,Manhattan,Non-member,Male,Health & Beauty,59.77,2,Credit card,5,119.54
04/10/24,Manhattan,Non-member,Female,Home & Lifestyle,63.42,8,Ewallet,7,507.36
04/11/24,Brooklyn,Member,Male,Electronics,72.17,1,Cash,6,72.17
04/11/24,Queens,Member,Female,Fashion & Accs,31.9,1,Ewallet,9,31.9
04/11/24,Queens,Non-member,Male,Fashion & Accs,27.38,6,Credit card,7,164.28
04/11/24,Brooklyn,Member,Female,Home & Lifestyle,35.38,9,Credit card,9,318.42
04/11/24,Queens,Non-member,Female,Fashion & Accs,76.06,3,Credit card,9,228.18
04/11/24,Manhattan,Member,Female,Health & Beauty,74.69,7,Ewallet,9,522.83
04/11/24,Brooklyn,Non-member,Female,Food & Beverages,71.2,1,Credit card,9,71.2
04/11/24,Manhattan,Member,Male,Home & Lifestyle,70.74,4,Credit card,4,282.96
04/11/24,Manhattan,Non-member,Female,Electronics,93.88,7,Credit card,7,657.16
04/11/24,Queens,Non-member,Female,Health & Beauty,78.89,7,Ewallet,7,552.23
04/11/24,Brooklyn,Member,Female,Fashion & Accs,73.96,1,Credit card,5,73.96
04/11/24,Manhattan,Member,Male,Home & Lifestyle,62.65,4,Cash,4,250.6
04/11/24,Manhattan,Non-member,Female,Home & Lifestyle,42.91,5,Ewallet,6,214.55
04/11/24,Brooklyn,Non-member,Male,Home & Lifestyle,62.19,4,Ewallet,4,248.76
04/11/24,Queens,Non-member,Male,Food & Beverages,89.48,10,Credit card,9,894.8
04/11/24,Manhattan,Non-member,Female,Sports & Travel,15.34,1,Cash,6,15.34
04/11/24,Brooklyn,Member,Male,Health & Beauty,80.47,9,Cash,9,724.23
04/11/24,Manhattan,Member,Male,Home & Lifestyle,58.9,8,Cash,8,471.2
04/12/24,Queens,Member,Female,Food & Beverages,49.79,4,Credit card,6,199.16
04/12/24,Brooklyn,Non-member,Male,Health & Beauty,71.77,7,Cash,8,502.39
04/12/24,Brooklyn,Non-member,Male,Health & Beauty,87.87,10,Ewallet,5,878.7
04/12/24,Queens,Member,Male,Electronics,82.34,10,Ewallet,4,823.4
04/12/24,Manhattan,Member,Female,Home & Lifestyle,72.42,3,Ewallet,8,217.26
04/12/24,Brooklyn,Member,Male,Health & Beauty,54.86,5,Ewallet,9,274.3
04/12/24,Queens,Non-member,Male,Electronics,28.84,4,Cash,6,115.36
04/12/24,Manhattan,Non-member,Female,Health & Beauty,71.38,10,Cash,5,713.8
04/12/24,Brooklyn,Member,Male,Health & Beauty,61.29,5,Cash,7,306.45
04/12/24,Queens,Member,Male,Electronics,96.82,3,Cash,6,290.46
04/12/24,Brooklyn,Member,Male,Health & Beauty,97.22,9,Ewallet,6,874.98
04/12/24,Manhattan,Member,Female,Electronics,64.44,5,Cash,6,322.2
04/12/24,Manhattan,Non-member,Female,Sports & Travel,89.48,5,Cash,7,447.4
04/12/24,Brooklyn,Member,Male,Food & Beverages,93.4,2,Cash,5,186.8
04/12/24,Manhattan,Non-member,Female,Sports & Travel,40.23,7,Cash,9,281.61
04/12/24,Brooklyn,Member,Male,Health & Beauty,72.57,8,Cash,4,580.56
04/12/24,Queens,Member,Female,Food & Beverages,72.52,8,Credit card,4,580.16
04/12/24,Queens,Member,Female,Fashion & Accs,10.18,8,Credit card,9,81.44
04/12/24,Manhattan,Member,Female,Home & Lifestyle,34.42,6,Ewallet,7,206.52
04/12/24,Queens,Non-member,Male,Health & Beauty,70.21,6,Cash,7,421.26
13/04/24,Brooklyn,Non-member,Male,Fashion & Accs,69.08,2,Credit card,6,138.16
13/04/24,Brooklyn,Non-member,Male,Electronics,45.35,6,Ewallet,6,272.1
13/04/24,Manhattan,Member,Male,Electronics,66.35,1,Credit card,9,66.35
13/04/24,Queens,Member,Female,Food & Beverages,87.48,6,Ewallet,5,524.88
13/04/24,Manhattan,Member,Female,Food & Beverages,14.23,5,Credit card,4,71.15
13/04/24,Manhattan,Member,Male,Sports & Travel,69.52,7,Credit card,8,486.64
13/04/24,Queens,Non-member,Female,Electronics,23.07,9,Cash,4,207.63
13/04/24,Queens,Member,Female,Home & Lifestyle,80.79,9,Credit card,9,727.11
13/04/24,Manhattan,Member,Female,Health & Beauty,77.68,4,Cash,8,310.72
13/04/24,Brooklyn,Member,Female,Electronics,26.26,7,Cash,9,183.82
13/04/24,Manhattan,Member,Male,Fashion & Accs,43.13,10,Credit card,5,431.3
13/04/24,Brooklyn,Non-member,Female,Fashion & Accs,25.56,7,Cash,7,178.92
13/04/24,Queens,Member,Female,Food & Beverages,38.42,1,Cash,8,38.42
13/04/24,Manhattan,Non-member,Female,Health & Beauty,71.38,10,Cash,5,713.8
14/04/24,Brooklyn,Member,Female,Fashion & Accs,72.04,2,Cash,9,144.08
14/04/24,Manhattan,Non-member,Female,Fashion & Accs,48.63,4,Ewallet,7,194.52
14/04/24,Brooklyn,Member,Female,Home & Lifestyle,77.68,9,Ewallet,9,699.12
14/04/24,Manhattan,Member,Female,Fashion & Accs,30.62,1,Credit card,4,30.62
14/04/24,Brooklyn,Member,Female,Food & Beverages,42.82,9,Credit card,8,385.38
14/04/24,Queens,Member,Female,Food & Beverages,21.04,4,Cash,7,84.16
14/04/24,Brooklyn,Member,Male,Fashion & Accs,59.86,2,Ewallet,6,119.72
14/04/24,Brooklyn,Non-member,Male,Food & Beverages,72.39,2,Credit card,8,144.78
14/04/24,Manhattan,Non-member,Male,Sports & Travel,45.58,7,Cash,5,319.06
14/04/24,Queens,Non-member,Female,Electronics,41.65,10,Credit card,5,416.5
14/04/24,Queens,Member,Male,Health & Beauty,60.47,3,Credit card,5,181.41
14/04/24,Brooklyn,Non-member,Female,Sports & Travel,34.81,1,Credit card,7,34.81
14/04/24,Queens,Non-member,Male,Food & Beverages,77.56,10,Ewallet,6,775.6
15/04/24,Brooklyn,Member,Male,Food & Beverages,93.4,2,Cash,5,186.8
15/04/24,Manhattan,Non-member,Female,Sports & Travel,40.23,7,Cash,9,281.61
15/04/24,Brooklyn,Member,Male,Health & Beauty,72.57,8,Cash,4,580.56
15/04/24,Queens,Member,Female,Food & Beverages,72.52,8,Credit card,4,580.16
15/04/24,Queens,Member,Female,Fashion & Accs,10.18,8,Credit card,9,81.44
15/04/24,Manhattan,Member,Female,Home & Lifestyle,34.42,6,Ewallet,7,206.52
15/04/24,Queens,Non-member,Male,Health & Beauty,70.21,6,Cash,7,421.26
15/04/24,Queens,Member,Male,Electronics,37.06,4,Ewallet,9,148.24
15/04/24,Brooklyn,Member,Male,Electronics,87.87,9,Ewallet,5,790.83
15/04/24,Brooklyn,Non-member,Male,Electronics,45.35,6,Ewallet,6,272.1
15/04/24,Manhattan,Member,Male,Electronics,66.35,1,Credit card,9,66.35
15/04/24,Queens,Member,Female,Food & Beverages,87.48,6,Ewallet,5,524.88
16/04/24,Manhattan,Member,Female,Health & Beauty,27.73,5,Credit card,4,138.65
16/04/24,Manhattan,Member,Male,Electronics,72.2,7,Ewallet,4,505.4
16/04/24,Queens,Member,Male,Health & Beauty,43.7,2,Cash,4,87.4
16/04/24,Manhattan,Member,Male,Fashion & Accs,41.28,3,Credit card,8,123.84
16/04/24,Brooklyn,Non-member,Female,Electronics,45.71,3,Credit card,7,137.13
16/04/24,Brooklyn,Member,Female,Home & Lifestyle,12.29,9,Credit card,8,110.61
16/04/24,Brooklyn,Member,Female,Sports & Travel,39.12,1,Credit card,9,39.12
16/04/24,Manhattan,Member,Female,Electronics,94.64,3,Cash,5,283.92
16/04/24,Brooklyn,Member,Male,Health & Beauty,39.91,3,Ewallet,9,119.73
16/04/24,Queens,Non-member,Female,Health & Beauty,83.66,5,Cash,7,418.3
16/04/24,Queens,Non-member,Female,Sports & Travel,98.8,2,Cash,7,197.6
16/04/24,Queens,Member,Female,Fashion & Accs,12.54,1,Cash,8,12.54
16/04/24,Manhattan,Member,Male,Health & Beauty,58.22,8,Ewallet,8,465.76
16/04/24,Manhattan,Non-member,Female,Sports & Travel,32.25,5,Cash,9,161.25
17/04/24,Manhattan,Non-member,Female,Food & Beverages,33.88,8,Ewallet,9,271.04
17/04/24,Queens,Member,Male,Sports & Travel,67.26,4,Credit card,8,269.04
17/04/24,Manhattan,Member,Male,Home & Lifestyle,88.61,1,Cash,7,88.61
17/04/24,Queens,Non-member,Female,Home & Lifestyle,58.07,9,Ewallet,4,522.63
17/04/24,Queens,Non-member,Female,Food & Beverages,51.28,6,Cash,6,307.68
17/04/24,Brooklyn,Member,Male,Sports & Travel,82.93,4,Ewallet,9,331.72
17/04/24,Manhattan,Member,Male,Fashion & Accs,63.88,8,Ewallet,9,511.04
17/04/24,Manhattan,Non-member,Female,Home & Lifestyle,89.25,8,Cash,4,714
17/04/24,Brooklyn,Non-member,Male,Home & Lifestyle,73.22,6,Cash,7,439.32
17/04/24,Brooklyn,Non-member,Male,Health & Beauty,99.19,6,Credit card,5,595.14
17/04/24,Queens,Non-member,Male,Health & Beauty,53.17,7,Cash,8,372.19
17/04/24,Manhattan,Member,Female,Sports & Travel,98.13,1,Cash,8,98.13
17/04/24,Queens,Non-member,Male,Food & Beverages,36.36,2,Cash,7,72.72
18/04/24,Manhattan,Non-member,Male,Fashion & Accs,86.68,8,Credit card,7,693.44
18/04/24,Queens,Non-member,Male,Electronics,48.62,8,Cash,5,388.96
18/04/24,Queens,Non-member,Male,Home & Lifestyle,60.87,1,Cash,5,60.87
18/04/24,Manhattan,Member,Male,Home & Lifestyle,73.28,5,Ewallet,8,366.4
18/04/24,Queens,Member,Male,Health & Beauty,77.5,5,Ewallet,4,387.5
18/04/24,Manhattan,Non-member,Male,Electronics,75.88,7,Ewallet,8,531.16
18/04/24,Brooklyn,Non-member,Female,Fashion & Accs,60.96,2,Credit card,4,121.92
18/04/24,Manhattan,Non-member,Male,Food & Beverages,48.51,7,Credit card,5,339.57
18/04/24,Brooklyn,Member,Male,Home & Lifestyle,60.01,4,Cash,4,240.04
18/04/24,Brooklyn,Member,Female,Health & Beauty,96.11,1,Ewallet,7,96.11
18/04/24,Brooklyn,Member,Male,Health & Beauty,51.13,4,Credit card,4,204.52
19/04/24,Manhattan,Member,Male,Health & Beauty,58.22,8,Ewallet,8,465.76
19/04/24,Queens,Member,Female,Sports & Travel,32.25,5,Cash,9,161.25
19/04/24,Queens,Non-member,Female,Health & Beauty,96.16,4,Credit card,8,384.64
19/04/24,Queens,Non-member,Female,Home & Lifestyle,69.4,2,Ewallet,9,138.8
19/04/24,Queens,Member,Female,Home & Lifestyle,12.03,2,Cash,5,24.06
19/04/24,Brooklyn,Non-member,Female,Food & Beverages,81.71,6,Credit card,8,490.26
19/04/24,Queens,Member,Female,Health & Beauty,19.15,1,Credit card,9,19.15
19/04/24,Manhattan,Non-member,Female,Sports & Travel,80.97,8,Cash,9,647.76
19/04/24,Queens,Non-member,Female,Food & Beverages,11.53,7,Cash,8,80.71
19/04/24,Brooklyn,Non-member,Male,Fashion & Accs,23.82,5,Ewallet,5,119.1
20/04/24,Queens,Non-member,Male,Fashion & Accs,83.24,9,Credit card,7,749.16
20/04/24,Manhattan,Member,Female,Home & Lifestyle,22.96,1,Cash,4,22.96
20/04/24,Queens,Non-member,Male,Electronics,23.65,4,Credit card,4,94.6
20/04/24,Brooklyn,Non-member,Female,Electronics,93.78,3,Credit card,5,281.34
20/04/24,Queens,Member,Female,Food & Beverages,98.52,10,Ewallet,4,985.2
20/04/24,Brooklyn,Member,Male,Sports & Travel,22.38,1,Credit card,8,22.38
20/04/24,Manhattan,Member,Female,Food & Beverages,97.03,5,Ewallet,9,485.15
20/04/24,Queens,Member,Female,Electronics,72.13,10,Credit card,4,721.3
20/04/24,Queens,Non-member,Male,Fashion & Accs,51.34,8,Ewallet,7,410.72
20/04/24,Brooklyn,Non-member,Female,Sports & Travel,75.82,1,Cash,5,75.82
20/04/24,Queens,Non-member,Female,Fashion & Accs,62.18,10,Ewallet,6,621.8
20/04/24,Manhattan,Member,Male,Electronics,37.06,4,Ewallet,9,148.24
20/04/24,Queens,Member,Male,Sports & Travel,79.93,6,Cash,5,479.58
20/04/24,Brooklyn,Non-member,Female,Electronics,87.87,9,Ewallet,5,790.83
21/04/24,Brooklyn,Non-member,Male,Food & Beverages,14.87,2,Credit card,8,29.74
21/04/24,Brooklyn,Member,Male,Electronics,32.25,4,Ewallet,6,129
21/04/24,Manhattan,Non-member,Female,Sports & Travel,13.69,6,Cash,6,82.14
21/04/24,Manhattan,Non-member,Male,Health & Beauty,91.3,1,Ewallet,9,91.3
21/04/24,Manhattan,Member,Female,Sports & Travel,44.65,3,Cash,6,133.95
21/04/24,Manhattan,Member,Male,Health & Beauty,75.74,4,Cash,7,302.96
21/04/24,Brooklyn,Member,Female,Sports & Travel,60.08,7,Credit card,4,420.56
21/04/24,Queens,Member,Female,Food & Beverages,27.66,10,Credit card,8,276.6
21/04/24,Brooklyn,Member,Female,Food & Beverages,99.37,2,Cash,5,198.74
21/04/24,Queens,Non-member,Female,Health & Beauty,58.32,2,Ewallet,6,116.64
21/04/24,Manhattan,Non-member,Female,Health & Beauty,76.9,7,Cash,7,538.3
21/04/24,Queens,Non-member,Female,Food & Beverages,77.4,9,Credit card,4,696.6
21/04/24,Manhattan,Non-member,Male,Food & Beverages,67.1,3,Cash,7,201.3
21/04/24,Manhattan,Non-member,Female,Health & Beauty,33.64,8,Credit card,9,269.12
21/04/24,Brooklyn,Non-member,Female,Health & Beauty,68.55,4,Credit card,9,274.2
21/04/24,Queens,Member,Female,Sports & Travel,24.74,3,Credit card,10,74.22
22/04/24,Brooklyn,Non-member,Female,Food & Beverages,26.43,8,Ewallet,8,211.44
22/04/24,Brooklyn,Non-member,Female,Fashion & Accs,83.77,2,Cash,4,167.54
22/04/24,Queens,Non-member,Male,Fashion & Accs,94.13,5,Credit card,4,470.65
22/04/24,Brooklyn,Non-member,Female,Food & Beverages,94.13,3,Cash,5,282.39
22/04/24,Brooklyn,Member,Female,Food & Beverages,48.61,1,Cash,4,48.61
22/04/24,Manhattan,Member,Female,Health & Beauty,62.57,4,Cash,9,250.28
22/04/24,Queens,Member,Female,Fashion & Accs,73.05,4,Credit card,4,292.2
22/04/24,Queens,Member,Female,Health & Beauty,65.18,3,Credit card,6,195.54
22/04/24,Brooklyn,Member,Male,Fashion & Accs,99.89,2,Ewallet,7,199.78
22/04/24,Brooklyn,Member,Female,Fashion & Accs,55.45,1,Credit card,4,55.45
22/04/24,Queens,Non-member,Female,Health & Beauty,56.69,9,Credit card,8,510.21
22/04/24,Brooklyn,Member,Male,Health & Beauty,67.27,5,Cash,6,336.35
22/04/24,Brooklyn,Non-member,Female,Fashion & Accs,19.77,10,Credit card,5,197.7
23/04/24,Brooklyn,Non-member,Female,Fashion & Accs,52.42,3,Ewallet,7,157.26
23/04/24,Manhattan,Non-member,Female,Food & Beverages,74.44,10,Ewallet,5,744.4
23/04/24,Queens,Non-member,Female,Fashion & Accs,41.09,10,Cash,7,410.9
23/04/24,Queens,Member,Female,Health & Beauty,56,3,Ewallet,4,168
23/04/24,Manhattan,Member,Male,Food & Beverages,80.62,6,Cash,9,483.72
23/04/24,Brooklyn,Non-member,Female,Fashion & Accs,93.2,2,Credit card,6,186.4
23/04/24,Manhattan,Member,Male,Food & Beverages,74.89,4,Ewallet,4,299.56
23/04/24,Manhattan,Non-member,Male,Home & Lifestyle,34.73,2,Ewallet,9,69.46
23/04/24,Brooklyn,Non-member,Male,Sports & Travel,54.55,10,Credit card,7,545.5
23/04/24,Brooklyn,Member,Female,Sports & Travel,39.47,2,Credit card,5,78.94
24/04/24,Brooklyn,Non-member,Male,Health & Beauty,10.75,8,Ewallet,6,86
24/04/24,Manhattan,Member,Male,Health & Beauty,96.58,2,Credit card,5,193.16
24/04/24,Queens,Non-member,Male,Health & Beauty,92.78,1,Credit card,9,92.78
24/04/24,Brooklyn,Non-member,Female,Food & Beverages,87.8,9,Cash,9,790.2
24/04/24,Brooklyn,Member,Male,Food & Beverages,63.61,5,Ewallet,4,318.05
24/04/24,Manhattan,Non-member,Male,Health & Beauty,15.37,2,Cash,7,30.74
24/04/24,Queens,Member,Female,Food & Beverages,91.61,1,Cash,9,91.61
24/04/24,Brooklyn,Non-member,Male,Food & Beverages,43.25,2,Cash,6,86.5
24/04/24,Manhattan,Member,Female,Food & Beverages,57.29,6,Ewallet,5,343.74
24/04/24,Queens,Non-member,Male,Food & Beverages,56.56,5,Credit card,4,282.8
24/04/24,Brooklyn,Member,Female,Food & Beverages,52.75,3,Ewallet,9,158.25
24/04/24,Brooklyn,Member,Male,Health & Beauty,54.92,8,Ewallet,7,439.36
25/04/24,Manhattan,Member,Female,Health & Beauty,21.8,8,Cash,8,174.4
25/04/24,Brooklyn,Non-member,Female,Sports & Travel,64.08,7,Credit card,7,448.56
25/04/24,Queens,Member,Male,Food & Beverages,41.24,4,Cash,7,164.96
25/04/24,Manhattan,Member,Female,Food & Beverages,54.84,3,Credit card,5,164.52
25/04/24,Manhattan,Non-member,Male,Food & Beverages,39.9,10,Credit card,5,399
25/04/24,Manhattan,Member,Male,Food & Beverages,92.29,5,Credit card,9,461.45
25/04/24,Brooklyn,Member,Male,Food & Beverages,57.74,3,Ewallet,7,173.22
25/04/24,Brooklyn,Non-member,Male,Health & Beauty,66.68,5,Cash,7,333.4
25/04/24,Queens,Member,Female,Health & Beauty,32.32,10,Credit card,10,323.2
26/04/24,Queens,Member,Female,Health & Beauty,17.97,4,Ewallet,6,71.88
26/04/24,Queens,Non-member,Male,Food & Beverages,98.79,3,Ewallet,6,296.37
26/04/24,Queens,Member,Female,Sports & Travel,58.39,7,Credit card,8,408.73
26/04/24,Brooklyn,Non-member,Male,Food & Beverages,73.47,4,Cash,6,293.88
26/04/24,Manhattan,Member,Female,Food & Beverages,80.36,4,Credit card,8,321.44
26/04/24,Queens,Non-member,Male,Home & Lifestyle,55.73,6,Ewallet,7,334.38
26/04/24,Manhattan,Member,Female,Sports & Travel,91.41,5,Ewallet,7,457.05
26/04/24,Queens,Member,Female,Food & Beverages,94.13,3,Cash,5,282.39
26/04/24,Brooklyn,Non-member,Female,Home & Lifestyle,82.04,5,Credit card,7,410.2
26/04/24,Queens,Non-member,Female,Food & Beverages,48.61,1,Cash,4,48.61
26/04/24,Brooklyn,Non-member,Female,Sports & Travel,88.45,1,Credit card,9,88.45
27/04/24,Queens,Member,Male,Food & Beverages,81.21,10,Credit card,6,812.1
27/04/24,Queens,Member,Male,Food & Beverages,57.89,2,Ewallet,8,115.78
27/04/24,Queens,Non-member,Male,Home & Lifestyle,21.52,6,Credit card,9,129.12
27/04/24,Queens,Non-member,Female,Home & Lifestyle,94.59,7,Credit card,4,662.13
27/04/24,Brooklyn,Non-member,Male,Health & Beauty,62.82,2,Ewallet,4,125.64
27/04/24,Manhattan,Member,Male,Food & Beverages,65.65,2,Cash,6,131.3
27/04/24,Brooklyn,Member,Male,Home & Lifestyle,86.72,1,Ewallet,7,86.72
27/04/24,Queens,Non-member,Female,Fashion & Accs,88.15,3,Ewallet,7,264.45
27/04/24,Queens,Non-member,Male,Fashion & Accs,17.48,6,Credit card,6,104.88
27/04/24,Brooklyn,Non-member,Male,Fashion & Accs,99.1,6,Cash,4,594.6
27/04/24,Manhattan,Member,Male,Home & Lifestyle,45.68,10,Ewallet,5,456.8
28/04/24,Manhattan,Member,Female,Food & Beverages,87.1,10,Credit card,9,871
28/04/24,Queens,Member,Female,Fashion & Accs,52.35,1,Cash,4,52.35
28/04/24,Queens,Non-member,Male,Fashion & Accs,94.87,8,Ewallet,8,758.96
28/04/24,Brooklyn,Member,Female,Fashion & Accs,92.98,2,Credit card,8,185.96
28/04/24,Queens,Non-member,Male,Fashion & Accs,29.56,5,Cash,6,147.8
28/04/24,Queens,Non-member,Female,Food & Beverages,99.37,2,Cash,5,198.74
